id,translatable_id,name,text,locale
772,261,5.532,"The use of the band 22.21 – 22.5 GHz by the Earth exploration-satellite (passive) and space research (passive) services shall not impose constraints upon the fixed and mobile, except aeronautical mobile, services.",en
773,262,5.533,"The inter-satellite service shall not claim protection from harmful interference from airport surface detection equipment stations of the radionavigation service.",en
774,263,5.535A,"The use of the band 29.1 – 29.5 GHz (Earth-to-space) by the fixed-satellite service is limited to geostationary-satellite systems and feeder links to non-geostationary-satellite systems in the mobile-satellite service. Such use is subject to the application of the provisions of No. 9.11A of RR, but not subject to the provisions of No. 22.2 of RR, except as indicated in Nos. 5.523C and 5.523E where such use is not subject to the provisions of No. 9.11A of RR and shall continue to be subject to RR Articles 9 (except No. 9.11A) and 11 procedures, and to the provisions of No. 22.2 of RR.",en
775,264,5.536,"Use of the 25.25 – 27.5 GHz band by the inter-satellite service is limited to space research and Earth exploration-satellite applications, and also transmissions of data originating from industrial and medical activities in space.",en
776,265,5.536A,"Administrations operating earth stations in the Earth exploration-satellite service or the space research service shall not claim protection from stations in the fixed and mobile services operated by other administrations. In addition, earth stations in the Earth exploration-satellite service or in the space research service should be operated taking into account the most recent version of Recommendation ITU-R SA.1862.",en
777,266,5.536B,"In Saudi Arabia, Austria, Bahrain, Belgium, Brazil, China, Korea (Rep. of), Denmark, Egypt, United Arab Emirates, Estonia, Finland, Hungary, India, Iran (Islamic Republic of), Ireland, Israel, Italy, Jordan, Kenya, Kuwait, Lebanon, Libya, Lithuania, Moldova, Norway, Oman, Uganda, Pakistan, the Philippines, Poland, Portugal, the Syrian Arab Republic, Dem. People’s Rep. of Korea, Slovakia, the Czech Rep., Romania, the United Kingdom, Singapore, Sweden, Tanzania, Turkey, Viet Nam and Zimbabwe, earth stations operating in the Earth exploration-satellite service in the frequency band 25.5-27 GHz shall not claim protection from, or constrain the use and deployment of, stations of the fixed and mobile services.",en
778,267,5.538,"Additional allocation: the bands 27.500 – 27.501 GHz and 29.999 – 30.000 GHz are also allocated to the fixed-satellite service (space-to-Earth) on a primary basis for the beacon transmissions intended for up-link power control. Such space-to-Earth transmissions shall not exceed an equivalent isotropically radiated power (e.i.r.p.) of +10 dBW in the direction of adjacent satellites on the geostationary-satellite orbit.",en
779,268,5.539,"The band 27.5 – 30 GHz may be used by the fixed-satellite service (Earth-to-space) for the provision of feeder links for the broadcasting-satellite service.",en
780,269,5.540,"Additional allocation: the band 27.501 – 29.999 GHz is also allocated to the fixed-satellite service (space-to-Earth) on a secondary basis for beacon transmissions intended for up-link power control.",en
781,270,5.541,"In the band 28.5 – 30 GHz, the Earth exploration-satellite service is limited to the transfer of data between stations and not to the primary collection of information by means of active or passive sensors.",en
782,271,5.541A,"Feeder links of non-geostationary networks in the mobile-satellite service and geostationary networks in the fixed-satellite service operating in the band 29.1 – 29.5 GHz (Earth-to-space) shall employ uplink adaptive power control or other methods of fade compensation, such that the earth station transmissions shall be conducted at the power level required to meet the desired link performance while reducing the level of mutual interference between both networks. These methods shall apply to networks for which RR Appendix 4 coordination information is considered as having been received by the Radiocommunication Bureau after of ITU 17 May 1996 and until they are changed by a future competent world radiocommunication conference. Administrations submitting RR Appendix 4 information for coordination before this date are encouraged to utilize these techniques to the extent practicable.",en
783,272,5.543,"The band 29.95 – 30 GHz may be used for space-to-space links in the Earth exploration-satellite service for telemetry, tracking, and control purposes, on a secondary basis.",en
784,273,5.544,"In the band 31 – 31.3 GHz the power flux-density limits specified in Article 21 of RR, Table 21-4 shall apply to the space research service.",en
785,274,5.547,"The bands 31.8 – 33.4 GHz, 37 – 40 GHz, 40.5 – 43.5 GHz, 51.4 – 52.6 GHz, 55.78 – 59 GHz and 64 –66 GHz are available for high-density applications in the fixed service (see Resolution 75). Administrations should take this into account when considering regulatory provisions in relation to these bands. Because of the potential deployment of high-density applications in the fixed-satellite service in the bands 39.5 – 40 GHz and 40.5 – 42 GHz (see No. 5.516B of RR), administrations should further take into account potential constraints to high-density applications in the fixed service, as appropriate.",en
786,275,5.547A,"Administrations should take practical measures to minimize the potential interference between stations in the fixed service and airborne stations in the radionavigation service in the 31.8 – 33.4 GHz band, taking into account the operational needs of the airborne radar systems.",en
787,276,5.548,"In designing systems for the inter-satellite service in the band 32,3 – 33 GHz, for the radionavigation service in the band 32 – 33 GHz, and for the space research service (deep space) in the band 31.8 – 32.3 GHz, administrations shall take all necessary measures to prevent harmful interference between these services, bearing in mind the safety aspects of the radionavigation service (see Recommendation 707).",en
788,277,5.549A,"In the band 35.5 – 36.0 GHz, the mean power flux-density at the Earth’s surface, generated by any spaceborne sensor in the Earth exploration-satellite service (active) or space research service (active), for any angle greater than 0.8° from the beam centre shall not exceed ?73.3 dB(W/m2) in this band.",en
789,278,5.550A,"For sharing of the band 36-37 GHz between the Earth exploration-satellite (passive) service and the fixed and mobile services, Resolution 752 shall apply.",en
790,279,5.551H,"The equivalent power flux-density (epfd) produced in the frequency band 42.5-43.5 GHz by all space stations in any non-geostationary-satellite system in the fixed-satellite service (space-to-Earth), or in the broadcasting-satellite service operating in the frequency band 42-42.5 GHz, shall not exceed the following values at the site of any radio astronomy station for more than 2% of the time:

−230 dB(W/m²) in 1 GHz and −246 dB(W/m²) in any 500 kHz of the frequency band 42.5-43.5 GHz at the site of any radio astronomy station registered as a single-dish telescope; and

−209 dB(W/m²) in any 500 kHz of the frequency band 42.5-43.5 GHz at the site of any radio astronomy station registered as a very long baseline interferometry station.

These epfd values shall be evaluated using the methodology given in Recommendation ITU-R S.1586-1 and the reference antenna pattern and the maximum gain of an antenna in the radio astronomy service given in Recommendation ITU-R RA.1631-0 and shall apply over the whole sky and for elevation angles higher than the minimum operating angle θmin of the radiotelescope (for which a default value of 5° should be adopted in the absence of notified information).

These values shall apply at any radio astronomy station that either:

- was in operation prior to 5 July 2003 and has been notified to the Bureau before 4 January 2004;
or

- was notified before the date of receipt of the complete Appendix 4 information for coordination or notification, as appropriate, for the space station to which the limits apply.

Other radio astronomy stations notified after these dates may seek an agreement with administrations that have authorized the space stations. In Region 2, Resolution 743 (WRC-03) shall apply. The limits in this footnote may be exceeded at the site of a radio astronomy station of any country whose administration so agreed.",en
791,280,5.551I,"The power flux-density in the band 42.5 – 43.5 GHz produced by any geostationary space station in the fixed-satellite service (space-to-Earth), or the broadcasting-satellite service operating in the 42 –42.5 GHz band, shall not exceed the following values at the site of any radio astronomy station:
a) 137 dB(W/m2) in 1 GHz and –153 dB(W/m2) in any 500 kHz of the 42.5 – 43.5 GHz band at the site of any radio astronomy station registered as a single-dish telescope; and
b) 116 dB(W/m2) in any 500 kHz of the 42.5 – 43.5 GHz band at the site of any radio astronomy station registered as a very long baseline interferometry station.
These values shall apply at the site of any radio astronomy station that either:
a) was in operation prior to 5 July 2003 and has been notified to the Radiocommunication Bureau of ITU before 4 January 2004; or
b) was notified before the date of receipt of the complete RR Appendix 4 information for coordination or notification, as appropriate, for the space station to which the limits apply.
Other radio astronomy stations notified after these dates may seek an agreement with administrations that have authorized the space stations. In Region 2, Resolution 743 shall apply. The limits in this footnote may be exceeded at the site of a radio astronomy station of any country whose administration so agreed.",en
792,281,5.552,"The allocation of the spectrum for the fixed-satellite service in the bands 42.5 – 43.5 GHz and 47.2 – 50.2 GHz for Earth-to-space transmission is greater than that in the band 37.5 – 39.5 GHz for space-to-Earth transmission in order to accommodate feeder links to broadcasting satellites. Administrations are urged to take all practicable steps to reserve the band 47.2 – 49.2 GHz for feeder links for the broadcasting-satellite service operating in the band 40.5 – 42.5 GHz.",en
793,282,5.552A,"The allocation to the fixed service in the bands 47.2 – 47.5 GHz and 47.9 – 48.2 GHz is designated for use by high altitude platform stations. The use of the bands 47.2 – 47.5 GHz and 47.9 – 48.2 GHz is subject to the provisions of Resolution 122.",en
794,283,5.553,"In the bands 43.5 – 47 GHz and 66 – 71 GHz, stations in the land mobile service may be operated subject to not causing harmful interference to the space radiocommunication services to which these bands are allocated (see No. 5.43 of RR).",en
795,284,5.554,"In the bands 43.5 – 47 GHz, 66 – 71 GHz, 95 – 100 GHz, 123 – 130 GHz, 191.8 – 200 GHz and 252 – 265 GHz, satellite links connecting land stations at specified fixed points are also authorized when used in conjunction with the mobile-satellite service or the radionavigation-satellite service.",en
796,285,5.554A,"The use of the bands 47.5 – 47.9 GHz, 48.2 – 48.54 GHz and 49.44 – 50.2 GHz by the fixed-satellite service (space-to-Earth) is limited to geostationary satellites.",en
797,286,5.555,"Additional allocation: the band 48.94 – 49.04 GHz is also allocated to the radio astronomy service on a primary basis.",en
798,287,5.555B,"The power flux-density in the band 48.94 – 49.04 GHz produced by any geostationary space station in the fixed-satellite service (space-to-Earth) operating in the bands 48.2 – 48.54 GHz and 49.44 –50.2 GHz shall not exceed –151.8 dB(W/m2) in any 500 kHz band at the site of any radio astronomy station.",en
799,288,5.556,"In the bands 51.4 – 54.25 GHz, 58.2 – 59 GHz and 64 – 65 GHz, radio astronomy observations may be carried out under national arrangements.",en
800,289,5.556A,"Use of the bands 54.25 – 56.9 GHz, 57 – 58.2 GHz and 59 – 59.3 GHz by the inter-satellite service is limited to satellites in the geostationary-satellite orbit. The single-entry power flux-density at all altitudes from 0 km to 1 000 km above the Earth's surface produced by a station in the inter-satellite service, for all conditions and for all methods of modulation, shall not exceed –147 dB (W/(m2 100 MHz)) for all angles of arrival.",en
801,290,5.557A,"In the band 55.78 – 56.26 GHz, in order to protect stations in the Earth exploration-satellite service (passive), the maximum power density delivered by a transmitter to the antenna of a fixed service station is limited to –26 dB(W/MHz).",en
802,291,5.558,"In the bands 55.78 – 58.2 GHz, 59 – 64 GHz, 66 – 71 GHz, 122.25 – 123 GHz, 130 – 134 GHz, 167 –174.8 GHz and 191.8 – 200 GHz, stations in the aeronautical mobile service may be operated subject to not causing harmful interference to the inter-satellite service (see No. 5.43 of RR).",en
803,292,5.558A,"Use of the band 56.9 – 57 GHz by inter-satellite systems is limited to links between satellites in geostationary-satellite orbit and to transmissions from non-geostationary satellites in high-Earth orbit to those in low-Earth orbit. For links between satellites in the geostationary-satellite orbit, the single entry power flux-density at all altitudes from 0 km to 1 000 km above the Earth's surface, for all conditions and for all methods of modulation, shall not exceed –147 dB(W/m2 100 MHz) for all angles of arrival.",en
804,293,5.559,"In the band 59 – 64 GHz, airborne radars in the radiolocation service may be operated subject to not causing harmful interference to the inter-satellite service (see No. 5.43 of RR).",en
805,294,5.560,"In the band 78 – 79 GHz radars located on space stations may be operated on a primary basis in the Earth exploration-satellite service and in the space research service.",en
806,295,5.561,"In the band 74 – 76 GHz, stations in the fixed, mobile and broadcasting services shall not cause harmful interference to stations of the fixed-satellite service or stations of the broadcasting-satellite service operating in accordance with the decisions of the appropriate frequency assignment planning conference for the broadcasting-satellite service.",en
807,296,5.561A,"The 81 – 81.5 GHz band is also allocated to the amateur and amateur-satellite services on a secondary basis.",en
808,297,5.562,"The use of the band 94 – 94.1 GHz by the Earth exploration-satellite (active) and space research (active) services is limited to spaceborne cloud radars.",en
809,298,5.562A,"In the bands 94 – 94.1 GHz and 130 – 134 GHz, transmissions from space stations of the Earth exploration-satellite service (active) that are directed into the main beam of a radio astronomy antenna have the potential to damage some radio astronomy receivers. Space agencies operating the transmitters and the radio astronomy stations concerned should mutually plan their operations so as to avoid such occurrences to the maximum extent possible.",en
810,299,5.562B,"In the bands 105 – 109.5 GHz, 111.8 – 114.25 GHz, 155.5 – 158.5 GHz and 217 – 226 GHz, the use of this allocation is limited to space-based radio astronomy only.",en
811,300,5.562C,"Use of the band 116 – 122.25 GHz by the inter-satellite service is limited to satellites in the geostationary-satellite orbit. The single-entry power flux-density produced by a station in the inter-satellite service, for all conditions and for all methods of modulation, at all altitudes from 0 km to 1 000 km above the Earth’s surface and in the vicinity of all geostationary orbital positions occupied by passive sensors, shall not exceed _148 dB(W/(m2 MHz)) for all angles of arrival.",en
812,301,5.562E,"The allocation to the Earth exploration-satellite service (active) is limited to the band 133.5 – 134 GHz.",en
813,302,5.562F,"In the band 155.5 – 158.5 GHz, the allocation to the Earth exploration-satellite (passive) and space research (passive) services shall terminate on 1 January 2018.",en
814,303,5.562G,"The date of entry into force of the allocation to the fixed and mobile services in the band 155.5 – 158.5 GHz shall be 1 January 2018.",en
815,304,5.562H,"Use of the bands 174.8 – 182 GHz and 185 – 190 GHz by the inter-satellite service is limited to satellites in the geostationary-satellite orbit. The single-entry power flux-density produced by a station in the inter-satellite service, for all conditions and for all methods of modulation, at all altitudes from 0 to 1 000 km above the Earth’s surface and in the vicinity of all geostationary orbital positions occupied by passive sensors, shall not exceed _144 dB(W/(m2 ? MHz)) for all angles of arrival.",en
816,305,5.563A,"In the bands 200 – 209 GHz, 235 – 238 GHz, 250 – 252 GHz and 265 – 275 GHz, ground-based passive atmospheric sensing is carried out to monitor atmospheric constituents.",en
817,306,5.563B,"The band 237.9 – 238 GHz is also allocated to the Earth exploration-satellite service (active) and the space research service (active) for spaceborne cloud radars only.",en
818,307,5.565,"The following frequency bands in the range 275-1 000 GHz are identified for use by administrations for passive service applications:

- radio astronomy service: 275 – 323 GHz, 327 – 371 GHz, 388 – 424 GHz, 426 – 442 GHz, 453 –510 GHz, 623 – 711 GHz, 795 – 909 GHz and 926 – 945 GHz;

- Earth exploration-satellite service (passive) and space research service (passive): 275-286 GHz, 296-306 GHz, 313-356 GHz, 361-365 GHz, 369-392 GHz, 397-399 GHz, 409-411 GHz, 416-434 GHz, 439-467 GHz, 477-502 GHz, 523-527 GHz, 538-581 GHz, 611-630 GHz, 634-654 GHz, 657-692 GHz, 713-718 GHz, 729-733 GHz, 750-754 GHz, 771-776 GHz, 823-846 GHz, 850-854 GHz, 857-862 GHz, 866-882 GHz, 905-928 GHz, 951-956 GHz, 968-973 GHz and 985-990 GHz.

The use of the range 275-1 000 GHz by the passive services does not preclude use of this range by active services. Administrations wishing to make frequencies in the 275-1 000 GHz range available for active service applications are urged to take all practicable steps to protect these passive services from harmful interference until the date when the Table of Frequency Allocations is established in the above-mentioned 275-1 000 GHz frequency range.

All frequencies in the range 1 000-3 000 GHz may be used by both active and passive services.",en
819,308,CZ1,"On the frequencies of fixed and land mobile services notified with Radiocommunication Bureau of ITU, the primary user is that one for which frequencies have been recorded at Radiocommunication Bureau of ITU and are noted at the Czech Telecommunication Office.",en
820,309,CZ2,"Not used",en
821,310,CZ3,"NATO harmonised band",en
822,311,CZ4,"Additional allocation: Up to 200 kHz could be additionally allocated on a secondary basis to the amateur service in the frequency bands 1715–1800 kHz and 1850-2000 kHz.",en
823,312,CZ5,"Additional allocation: The frequency band 70.1-70.3 MHz is additionally allocated in the secondary category of service to the amateur service.",en
824,313,CZ6,"The allocation of the subbands 2025-2070 MHz and 2200-2245 MHz to mobile service is preferably for non-civil use.",en
825,314,CZ7,"Additional allocation: Frequency band 3400–3410 MHz is additionally allocated in a secondary category to the amateur service.",en
826,315,CZ8,"Additional allocation: The frequency range 75.5-76 GHz is additionally allocated in a secondary category to the amateur service and satellite-amateur service.",en
827,316,CZ9,"The band is foreseen to be designated for civil use.",en
828,317,CZ10,"The band is foreseen to be designated for NATO harmonised non-civil use.",en
829,318,"Nejde o rádiové spektrum ve smyslu §15 ZEK.",,en
830,319,"Chyba NKT. Přidělení pásma není uvedeno ani v Řádu ani v ECA.",,en
831,320,"Poznámka přiděluje jen pozemní pohyblivé",,en
832,321,"EU2 Zprávy ERC č.25",,cs
833,321,"Footnote EU2 of the Report ERC 25",,en
834,322,"Přiděleno v Radiokomunikačním řádu ITU",,cs
835,322,"Allocated in the ITU Radio Regulation",,en
836,323,5.461AA,"Využívání pásma 7375-7750 MHz družicovou námořní pohyblivou službou je omezeno na družicové geostacionární sítě.",cs
837,323,5.461AA,"The use of the frequency band 7 375-7 750 MHz by the maritime mobile-satellite service is limited to
geostationary-satellite networks.",en
838,324,5.461AB,"V pásmu 7375-7750 MHz nesmí pozemské stanice družicové námořní pohyblivé služby nárokovat ochranu před stanicemi pevné služby a pohyblivé, kromě letecké pohyblivé, služby ani bránit jejich provozu a rozvoji.",cs
839,324,5.461AB,"In the frequency band 7 375-7 750 MHz, earth stations in the maritime mobile-satellite service shall not
claim protection from, nor constrain the use and development of, stations in the fixed and mobile, except aeronautical mobile, services. No. 5.43A does not apply.",en
840,325,5.460A,"Využívání pásma 7190-7250 MHz (vzestupný směr) službou družicového průzkumu Země musí být omezeno na sledování, telemetrii a povely pro provoz kosmického plavidla. Kosmické stanice provozované ve službě družicového průzkumu Země (vzestupný směr) v pásmu 7190-7250 MHz nesmí požadovat ochranu před existujícími a budoucími stanicemi pevné a pohyblivé služby, přicemž ustanovení 5.43A Řádu zde neplatí a ustanovení 9.17 Řádu platí. Navíc k zajištění ochrany stávajících a budoucích instalací pevné a pohyblivé služby musí být u stanovišť pozemských stanic podporujících kosmické plavidlo ve službě družicového průzkumu Země na negeostacionárních nebo geostacionárnch oběžných drahách dodržena separační vzdálenost minimálně 10 km respektive 50 km od příslušných hranic sousedních zemí, pokud kratší vzdálenost není jinak dohodnuta dotčenými správami.",cs
841,325,5.460A,"The use of the frequency band 7 190-7 250 MHz (Earth-to-space) by the Earth exploration-satellite service shall be limited to tracking, telemetry and command for the operation of spacecraft. Space stations operating in the Earth exploration-satellite service (Earth-to-space) in the frequency band 7 190-7 250 MHz shall not claim protection from existing and future stations in the fixed and mobile services, and No. 5.43A does not apply. No. 9.17 applies. Additionally, to ensure protection of the existing and future deployment of fixed and mobile services, the location of earth stations supporting spacecraft in the Earth exploration-satellite service in non-geostationary orbits or geostationary orbit shall maintain a separation distance of at least 10 km and 50 km, respectively, from the respective border(s) of neighbouring countries, unless a shorter distance is otherwise agreed between the corresponding administrations. ",en
842,326,5.460B,"Kosmické stanice na geostacionární oběžné dráze provozované ve službě družicového průzkumu Země (vzestupný směr) v pásmu 7190-7235 MHz nesmí požadovat ochranu před stávajícími a budoucími stanicemi služby kosmického výzkumu, ustanovení 5.43A Řádu v tomto případě neplatí.",cs
843,326,5.460B,"Space stations on the geostationary orbit operating in the Earth exploration-satellite service (Earth-to-space) in the frequency band 7 190-7 235 MHz shall not claim protection from existing and future stations of the space research service, and No. 5.43A does not apply.",en
844,327,5.474A,"Využívání pásem 9200-9300 MHz a 9900-10 400 MHz službou družicového průzkumu Země (aktivní) je omezeno na systémy, které potřebují nezbytnou šířku pásma větší než 600 MHz, což nemůže být plně uspokojeno v pásmu 9300-9900 MHz. Takové využití je podmíněno dohodou uzavřenou podle ustanovení 9.21 Řádu s Alžírskem, Saudskou Arábií, Bahrajnem, Egyptem, Indonésií, Iránem, Libanonem a Tuniskem. U správy, která nereagovala podle ustanovení 9.52 Řádu, se má za to, že nemá odsouhlasený koordinační požadavek. V tom případě notifikující správa družicového systému provozovaného ve službě družicového průzkumu Země (aktivní) může žádat o asistenci Radiokomunikační úřad ITU podle části IID čl. 9 Řádu.",cs
845,327,5.474A,"The use of the frequency bands 9 200-9 300 MHz and 9 900-10 400 MHz by the Earth exploration-satellite service (active) is limited to systems requiring necessary bandwidth greater than 600 MHz that cannot be fully accommodated within the frequency band 9 300-9 900 MHz. Such use is subject to agreement to be obtained under No. 9.21 from Algeria, Saudi Arabia, Bahrain, Egypt, Indonesia, Iran (Islamic Republic of), Lebanon and Tunisia. An administration that has not replied under No. 9.52 is considered as not having agreed to the coordination request. In this case, the notifying administration of the satellite system operating in the Earth exploration-satellite service (active) may request the assistance of the Bureau under Sub-Section IID of Article 9.",en
846,328,5.474B,"Stanice provozované ve službě družicového průzkumu Země (aktivní) musí splňovat Doporučení ITU-R RS.2066-0.",cs
847,328,5.474B,"Stations operating in the Earth exploration-satellite (active) service shall comply with Recommendation
ITU-R RS.2066-0.",en
848,329,5.474C,"Stanice provozované ve službě družicového průzkumu Země (aktivní) musí splňovat Doporučení ITU-R RS.2065-0.",cs
849,329,5.474C,"Stations operating in the Earth exploration-satellite (active) service shall comply with Recommendation
ITU-R RS.2065-0.",en
850,330,5.474D,"Stanice ve službě družicového průzkumu Země (aktivní) nesmí působit škodlivé rušení stanicím služeb námořní radionavigační a radiolokační v pásmu 9200-9300 MHz, služeb radionavigační a radiolokační v pásmu 9900-10 000 MHz a radiolokační služby v pásmu 10,0-10,4 GHz, nebo nárokovat před nimi ochranu.",cs
851,330,5.474D,"Stations in the Earth exploration-satellite service (active) shall not cause harmful interference to, or claim protection from, stations of the maritime radionavigation and radiolocation services in the frequency band 9 200-9 300 MHz, the radionavigation and radiolocation services in the frequency band 9 900-10 000 MHz and the radiolocation service in the frequency band 10.0-10.4 GHz.",en
852,331,5.228,"Využívání pásem 156,7625-156,7875 MHz a 156,8125-156,8375 MHz družicovou pohyblivou službou (vzestupný směr) je omezeno na příjem zpráv automatického identifikačního systému (AIS) dlouhého dosahu (Zpráva 27, viz nejnovější verze Doporučení ITU-R M.1371) vysílaných v rámci AIS. S vyjímkou vysílání AIS nesmí radiokomunikační systémy provozované v námořní pohyblivé službě na těchto pásmech vysílat s výkonem přesahujícím 1 W.",cs
853,331,5.288,"The use of the frequency bands 156.7625-156.7875 MHz and 156.8125-156.8375 MHz by the mobile-satellite service (Earth-to-space) is limited to the reception of automatic identification system (AIS) emissions of long-range AIS broadcast messages (Message 27, see the most recent version of Recommendation ITU-R M.1371). With the exception of AIS emissions, emissions in these frequency bands by systems operating in the maritime mobile service for communications shall not exceed 1 W. (WRC-12)",en
854,332,5.228AA,"Využívání pásem 161,9375-161,9625 MHz a 161,9875-162,0125 MHz družicovou námořní pohyblivou službou (vzestupný směr) je omezeno na systémy provozované v souladu s Dodatkem 18 Řádu.",cs
855,332,5.228AA,"The use of the frequency bands 161.9375-161.9625 MHz and 161.9875-162.0125 MHz by the maritime mobile-satellite (Earth-to-space) service is limited to the systems which operate in accordance with Appendix 18. (WRC-15)",en
856,333,5.228A,"Pásma 161,9625-161,9827 MHz a 162,0125-162,0375 MHz mohou být využívána letadlovými stanicemi pro účely pátracích a záchranných operací a jiných bezpečnostně orientovaných komunikací.",cs
857,333,5.228A,"The frequency bands 161.9625-161.9875 MHz and 162.0125-162.0375 MHz may be used by aircraft stations for the purpose of search and rescue operations and other safety-related communications. (WRC-12)",en
858,334,5.228B,"Využívání pásem 161,9625-161,9875 MHz a 162,0125-162,0375 MHz pohyblivou a pozemní pohyblivou službou nesmí působit škodlivé rušení námořní pohyblivé službě ani si nárokovat před ní ochranu.",cs
859,334,5.228B,"The use of the frequency bands 161.9625-161.9875 MHz and 162.0125-162.0375 MHz by the fixed and land mobile services shall not cause harmful interference to, or claim protection from, the maritime mobile service. (WRC-12)",en
860,335,5.228F,"Využívání pásem 161,9625-161,9875 MHz a 162,0125-162,0375 MHz družicovou pohyblivou službou (vzestupný směr) je omezeno na příjem vysílání automatického identifikačního systému ze stanic provozovaných v námořní pohyblivé službě.",cs
861,335,5.228F,"The use of the frequency bands 161.9625-161.9875 MHz and 162.0125-162.0375 MHz by the mobile-satellite service (Earth-to-space) is limited to the reception of automatic identification system emissions from stations operating in the maritime mobile service. (WRC-12)",en
862,336,5.54A,"Využívání pásma 8,3-11,3 kHz stanicemi pomocné meteorologické služby je omezeno pouze na pasivní využití. Stanice pomocné meteorologické služby nesmí v pásmu 9-11,3 kHz požadovat ochranu před stanicemi radionavigační služby, jež byly Úřadu ohlášeny k notifikaci před 1. lednem 2013. Pro sdílení mezi stanicemi pomocné meteorologické služby a stanicemi radionavigační služby, které byly ohlášeny k notifikaci po tomto datu, platí nejnovější verze Doporučení ITU-R RC.1881.",cs
863,336,5.54A,"Use of the 8.3-11.3 kHz frequency band by stations in the meteorological aids service is limited to passive
use only. In the band 9-11.3 kHz, meteorological aids stations shall not claim protection from stations of the
radionavigation service submitted for notification to the Bureau prior to 1 January 2013. For sharing between stations of
the meteorological aids service and stations in the radionavigation service submitted for notification after this date, the
most recent version of Recommendation ITU-R RS.1881 should be applied.",en
864,337,5.265,"Pro pásmo 403-410 MHz platí Rezoluce 205 (rev. WRC-15).",cs
865,337,5.265,"In the frequency band 403-410 MHz, Resolution 205 (Rev.WRC-15) applies.",en
866,338,5.296,"Doplňkové přidělení: V Albánii, Německu, Angole, Saúdské Arábii, Rakousku, Bahrajnu, Belgii, Beninu, Bosně a Hercegovině, Botswaně, Bulharsku, Burkině Faso, Burubdi, Kamerunu, ve Vatikánu, v Republice Kongo, na Pobřeží Slonoviny, v Chorvatsku, Dánsku, Džibuti, Egyptě, Spojených arabských emirátech, Španělsku, Estonsku, Finsku, Francii, Gabonu, Gruzii, Ghaně, Iráku, Irsku, na Islandu, v Izraeli, Itálii, Libyi, Jordánsku, Keni, Kuvajtu, Lesothu, Lotyšsku, Makedonii, Libanonu, Lichtenštejnsku, Litvě, Lucembursku, Maďarsku, Malawi, Mali, na Maltě, v Maroku, Mauriciu, Mauritánii, Moldavsku, Monaku, Mosambiku, Namibii, Nigeru, Nigerii, Norsku, Ománu, Ugandě, Nizozemsku, Polsku, Portugalsku, Kataru, Sýrii, na Slovensku, v České republice, Spojeném království, Rwandě, San Marinu, Srbsku, Súdánu, Jižní Africe, Švédsku, Švýcarsku, Svazijsku, Tanzanii, Čadu, Togu, Tunisku, Turecku, Ukrajině, Zambii a Zimbabwe je pásmo 470-694 MHz přiděleno navíc podružně pozemní pohyblivé službě a je určeno pro pomocné rozhlasové aplikace a zajišťování zpravodajských programů. Stanice pozemní pohyblivé služby v zemích zmíněných v této poznámce nesmí působit škodlivé rušení existujícím nebo plánovaným stanicím, provozovaným v souladu s tabulkou přidělení kmitočtových pásem v zemích nevyjmenovaných v této poznámce.",cs
867,338,5.296,"Additional allocation: in Albania, Germany, Angola, Saudi Arabia, Austria, Bahrain, Belgium, Benin, Bosnia and Herzegovina, Botswana, Bulgaria, Burkina Faso, Burundi, Cameroon, Vatican, Congo (Rep. of the), Côte d'Ivoire, Croatia, Denmark, Djibouti, Egypt, United Arab Emirates, Spain, Estonia, Finland, France, Gabon, Georgia, Ghana, Hungary, Iraq, Ireland, Iceland, Israel, Italy, Jordan, Kenya, Kuwait, Lesotho, Latvia, The Former Yugoslav Republic of Macedonia, Lebanon, Libya, Liechtenstein, Lithuania, Luxembourg, Malawi, Mali, Malta, Morocco, Mauritius, Mauritania, Moldova, Monaco, Mozambique, Namibia, Niger, Nigeria, Norway, Oman, Uganda, the Netherlands, Poland, Portugal, Qatar, the Syrian Arab Republic, Slovakia, the Czech Republic, the United Kingdom, Rwanda, San Marino, Serbia, Sudan, South Africa, Sweden, Switzerland, Swaziland, Tanzania, Chad, Togo, Tunisia, Turkey, Ukraine, Zambia and Zimbabwe, the frequency band 470-694 MHz is also allocated on a secondary basis to the land mobile service, intended for applications ancillary to broadcasting and programme-making. Stations of the land mobile service in the countries listed in this footnote shall not cause harmful interference to existing or planned stations operating in accordance with the Table in countries other than those listed in this footnote.",en
868,339,5.312A,"Využívání pásma 694-790 MHz pohyblivou službou kromě letecké pohyblivé podléhá v Regionu 1 ustanovením Rezoluce 760). Viz také Rezoluce 224.",cs
869,339,5.312A,"In Region 1, the use of the frequency band 694-790 MHz by the mobile, except aeronautical mobile, service is subject to the provisions of Resolution 760 (WRC-15). See also Resolution 224 (Rev.WRC-15).",en
870,340,5.530B,"Pro usnadnění rozvoje družicové rozhlasové služby v pásmu 21,4-22 GHz se správy v Regionech 1 a 3 nabádají, aby nenasazovaly stanice v pohyblivé službě a omezovaly nasazování stanic spojů bod-bod v pevné službě.",cs
871,340,5.530B,"In the band 21.4-22 GHz, in order to facilitate the development of the broadcasting-satellite service, administrations in Regions 1 and 3 are encouraged not to deploy stations in the mobile service and are encouraged to limit the deployment of stations in the fixed service to point-to-point links.",en
872,341,5.530D,"Viz Rezoluce 555.",cs
873,341,5.530D,"See Resolution 555 (WRC-12).",en
