id,translatable_id,additional_info,future,locale
7642,3492,"Vyzářený výkon max. 26 dBm/50 MHz špičkový e.i.r.p. a -14 dBm/MHz střední e.i.r.p. Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem.",,cs
7643,3492,"Radiated peak power max. 26 dBm/50 MHz e.i.r.p. and -14 dBm/MHz mean e.i.r.p. Mitigation techniques shall be used which provide an effect at least equal to those techniques described in the harmonized standards.",,en
7644,3493,"Vyzářený výkon max. +43 dBm e.i.r.p. (platí uvnitř uzavřené nádrže). Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem. Pásmo lze využívat pouze v kovových nebo železobetonových nádržích nebo v podobných konstrukcích vyrobených z materiálu se srovnatelným útlumem.",,cs
7645,3493,"Radiated power max. +43 dBm e.i.r.p. (placed inside closed tank applies). Mitigation techniques shall be used which provide an effect at least equal to those techniques described in the harmonized standards. The band can be used in metallic tanks or ferroconcrete tanks or similar construction produced of material which has comparable attenuation characteristics.",,en
7646,3494,"Vyzářený výkon max. +43 dBm e.i.r.p. (platí uvnitř uzavřené nádrže). Musí být použity techniky přístupu ke spektru a zmírnění rušení s účinkem dle norem. Pásmo lze využívat pouze v kovových nebo železobetonových nádržích nebo v podobných konstrukcích vyrobených z materiálu se srovnatelným útlumem.",,cs
7647,3494,"Radiated power max. +43 dBm e.i.r.p. (placed inside closed tank applies). Mitigation techniques shall be used which provide an effect at least equal to those techniques described in the harmonized standards. The band can be used in metallic tanks or ferroconcrete tanks or similar construction produced of material which has comparable attenuation characteristics.",,en
7648,3495,"1) Konkrétní podmínky provozu stanoví Všeobecné oprávnění VO-R/10, čl. 4, odstavec 3).
2) Využití pouze pro vozidlové radary ve vozidlech registrovaných  v členských státech Evropské unie do 31.12. 2017.",,cs
7649,3495,"1) General Authorisation VO-R/10, article 4, paragraph 3) defines factual conditions of operation.
2) The use only for vehicle radars in vehicles registered in member states of European Union, until 31 December 2017.",,en
7650,3496,"1) Konkrétní podmínky provozu stanoví Všeobecné oprávnění VO-R/10, čl. 4, odstavec 3).
2) Využití pouze pro vozidlové radary ve vozidlech registrovaných  v členských státech Evropské unie do 31.12. 2017.",,cs
7651,3496,"1) General Authorisation VO-R/10, article 4, paragraph 3) defines factual conditions of operation.
2) The use only for vehicle radars in vehicles registered in member states of European Union, until 31 December 2017.",,en
7652,3497,"Konkrétní podmínky provozu stanoví Všeobecné oprávnění. Využití pouze pro vozidlové radary ve vozidlech registrovaných v členských státech Evropské unie do 30.6. 2013.",,cs
7653,3497,"General Authorisation defines factual conditions of operation. The use only for vehicle radars in vehicles registered in member states of European Union, until 30 June 2013.",,en
7654,3498,"Konkrétní podmínky provozu stanoví Všeobecné oprávnění. Využití pouze pro vozidlové radary ve vozidlech registrovaných v členských státech Evropské unie do 30.6. 2013.",,cs
7655,3498,"General Authorisation VO-R/10 defines factual conditions of operation. The use only for vehicle radars in vehicles registered in member states of European Union, until 30 June 2013.",,en
7656,3499,"Konkrétní podmínky provozu stanoví Všeobecné oprávnění. Využití pouze pro vozidlové radary ve vozidlech registrovaných v členských státech Evropské unie do 30.6. 2013.",,cs
7657,3499,"General Authorisation defines factual conditions of operation. The use only for vehicle radars in vehicles registered in member states of European Union, until 30 June 2013.",,en
7658,3500,"Konkrétní podmínky provozu stanoví Všeobecné oprávnění. Využití pouze pro vozidlové radary ve vozidlech registrovaných v členských státech Evropské unie do 30.6. 2013.",,cs
7659,3500,"General Authorisation defines factual conditions of operation. The use only for vehicle radars in vehicles registered in member states of European Union, until 30 June 2013.",,en
7660,3501,"Konkrétní podmínky provozu stanoví Všeobecné oprávnění. Využití pouze pro vozidlové radary ve vozidlech registrovaných v členských státech Evropské unie do 30.6. 2013.",,cs
7661,3501,"General Authorisation defines factual conditions of operation. The use only for vehicle radars in vehicles registered in member states of European Union, until 30 June 2013.",,en
7662,3502,"Konkrétní podmínky provozu stanoví Všeobecné oprávnění. Využití pouze pro vozidlové radary ve vozidlech registrovaných v členských státech Evropské unie do 30.6. 2013.",,cs
7663,3502,"General Authorisation defines factual conditions of operation. The use only for vehicle radars in vehicles registered in member states of European Union until 30 June 2013.",,en
7664,3503,"Civilní využití podružně.",,cs
7665,3503,"The civil use on a secondary basis.",,en
7666,3504,"Technické parametry:
1) vyzářený výkon: 2 W nebo 8 W e.i.r.p.;
2) pro kanálovou rozteč 5 MHz se doporučují kanály: 5797,5 MHz; 5802,5 MHz; 5807,5 MHz; 5812,5 MHz,
3) pro kanálovou rozteč 10 MHz se doporučují kanály: 5800 MHz; 5810 MHz,
4) další podmínky: přenos do vozidel, zejména pro systémy mýtného. 
",,cs
7667,3504,"Technical conditions:
1) radiated power: 2 W or 8 W e.i.r.p.,
2) for channel spacing of 5 MHz the following channels are recommended:  5797.5 MHz; 5802.5 MHz; 5807.5 MHz; 5812.5 MHz;
3) for channel spacing of 10 MHz the following channels are recommended:  5800 MHz; 5810 MHz,
4) other conditions: transmission into vehicles, in particular for toll systems.
",,en
7668,3505,"Technické parametry:
1) vyzářený výkon: 2 W nebo 8 W e.i.r.p.;
2) pro kanálovou rozteč 5 MHz se doporučují kanály: 5797,5 MHz; 5802,5 MHz; 5807,5 MHz; 5812,5 MHz,
3) pro kanálovou rozteč 10 MHz se doporučují kanály: 5800 MHz; 5810 MHz,
",,cs
7669,3505,"Technical conditions:
1) radiated power: 2 W or 8 W e.i.r.p.,
2) for channel spacing of 5 MHz the following channels are recommended:  5797.5 MHz; 5802.5 MHz; 5807.5 MHz; 5812.5 MHz;
3) for channel spacing of 10 MHz the following channels are recommended:  5800 MHz; 5810 MHz,
",,en
7670,3506,"Vyzářený výkon 2 W e.i.r.p., spektrální hustota výkonu je omezena na 23 dBm/MHz. Musí být použity techniky k potlačení rušení s účinkem podle norem.",,cs
7671,3506,"Radiated power 2 W e.i.r.p.; the spectral density is limited to 23 dBm/MHz. Mitigation techniques shall be used which provide an effect at least equal to those techniques described in the harmonized standards. ",,en
7672,3507,"Vyzářený výkon max. e.i.r.p. 25 mW.",,cs
7673,3507,"Radiated power max. e.i.r.p. 25 mW.",,en
7674,3508,"Služba má v pásmu podružné přidělení.",,cs
7675,3508,"In the band the service has allocation on a secondary basis.",,en
7676,3509,"Vyzářený výkon max. e.i.r.p. 25 mW.",,cs
7677,3509,"Radiated power max. e.i.r.p. 25 mW.",,en
7678,3510,"Civilní využití přednostně.",,cs
7679,3510,"The civil use on a primary basis.",,en
7680,3511,"Vyzářený výkon max. e.i.r.p. 25 mW.",,cs
7681,3511,"Radiated power max. e.i.r.p. 25 mW.",,en
7682,3512,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7683,3512,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7684,3513,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7685,3513,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7686,3514,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7687,3514,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7688,3515,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7689,3515,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7690,3516,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7691,3516,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7692,3517,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7693,3517,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7694,3518,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7695,3518,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7696,3519,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7697,3519,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7698,3520,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7699,3520,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7700,3521,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7701,3521,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,en
7702,3522,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7703,3522,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7704,3523,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7705,3523,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7706,3524,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7707,3524,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7708,3525,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7709,3525,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7710,3526,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7711,3526,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7712,3527,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7713,3527,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7714,3528,"Max. spektrální hustota e.i.r.p. -41,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7715,3528,"Max. spectral density e.i.r.p. -41,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7716,3529,"Max. spektrální hustota e.i.r.p. -41,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7717,3529,"Max. spectral density e.i.r.p. -41,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7718,3530,"Max. spektrální hustota e.i.r.p. -41,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7719,3530,"Max. spectral density e.i.r.p. -41,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7722,3531,"Max. spektrální hustota e.i.r.p. -41,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7723,3531,"Max. spectral density e.i.r.p. -41,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7724,3532,"Max. spektrální hustota e.i.r.p. -41,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7725,3532,"Max. spectral density e.i.r.p. -41,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7726,3533,"Max. spektrální hustota e.i.r.p. -41,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7727,3533,"Max. spectral density e.i.r.p. -41,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7728,3534,"Max. spektrální hustota e.i.r.p. -41,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7729,3534,"Max. spectral density e.i.r.p. -41,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7730,3535,"Max. spektrální hustota e.i.r.p. -41,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7731,3535,"Max. spectral density e.i.r.p. -41,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7732,3536,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.,",,cs
7733,3536,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7734,3537,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7735,3537,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7736,3538,"Max. spektrální hustota e.i.r.p. -75 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7737,3538,"Max. spectral density e.i.r.p. -75 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7738,3539,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7739,3539,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7740,3540,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7741,3540,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7742,3541,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p..",,cs
7743,3541,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7744,3542,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7745,3542,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7746,3543,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7747,3543,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.
",,en
7748,3544,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7749,3544,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7750,3545,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7751,3545,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7752,3546,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7753,3546,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7754,3547,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7755,3547,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7756,3548,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7757,3548,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7758,3549,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7759,3549,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7760,3550,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7761,3550,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7762,3551,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7763,3551,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7764,3552,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7765,3552,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7766,3553,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7767,3553,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7768,3554,"Max. spektrální hustota e.i.r.p. -65 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7769,3554,"Max. spectral density e.i.r.p. -65 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7770,3555,"Max. spektrální hustota e.i.r.p. -75 dBm/kHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7771,3555,"Max. spectral density e.i.r.p. -75 dBm/kHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7772,3556,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7773,3556,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7774,3557,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7775,3557,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7776,3558,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7777,3558,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7778,3559,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7779,3559,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7780,3560,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7781,3560,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7782,3561,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7783,3561,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7784,3562,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7785,3562,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7786,3563,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7787,3563,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7788,3564,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7789,3564,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7790,3565,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7791,3565,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7792,3566,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7793,3566,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7794,3567,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7795,3567,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7796,3568,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7797,3568,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7798,3569,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7799,3569,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7800,3570,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7801,3570,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7802,3571,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7803,3571,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7804,3572,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7805,3572,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7806,3573,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7807,3573,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7808,3574,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7809,3574,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7810,3575,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7811,3575,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7812,3576,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7813,3576,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7814,3577,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7815,3577,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7816,3578,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7817,3578,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7818,3579,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7819,3579,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7820,3580,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7821,3580,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7822,3581,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7823,3581,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7824,3582,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7825,3582,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7826,3583,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7827,3583,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7828,3584,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7829,3584,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7830,3585,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7831,3585,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7832,3586,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7833,3586,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7834,3587,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
7835,3587,"Max. spectral density e.i.r.p. -51,3 dBm/MHz; max. peak radiated power -30 dBm/MHz e.i.r.p.",,en
7836,3588,"Max. spektrální hustota e.i.r.p. -51,3 dBm/MHz, max. špičkový vyzářený výkon -30 dBm/MHz e.i.r.p.",,cs
