id,translatable_id,explanation,locale
1379,385,"Next Generation Mobile Networks",en
1380,365,"Maritime Radionavigation-Satellite Service",en
1381,375,"Major World Air Route Area",en
1382,356,"Maritime Mobile-Satellite Service",en
1383,344,"Medium Frequency",en
1384,364,"Maritime Radionavigation Service",en
1385,380,"1) Navigational Text Messages
2) Narrow-band direct-printing telegraphy system for transmission of navigational and meteorological warnings and urgent information to ships
",en
1386,372,"Maximum Usable Frequency",en
1387,349,"Master International Frequency Register",en
1388,345,"Multi Frequency Network",en
1389,351,"Multilateral Meeting",en
1390,352,"Microwave Landing System",en
1391,354,"Maritime Mobile Service",en
1392,358,"Man over Board",en
1393,343,"Meteorological-Satellite Service",en
1394,360,"Memorandum of Understanding",en
1395,353,"Microwave Multipoint Distribution System",en
1396,586,"Very High Frequency",en
1397,589,"Very Low Frequency",en
1398,635,"Licensed/Authorised Shared Access",en
1399,588,"Very Long Baseline Interferometry",en
1400,637,"Machine-to-Machine. Non-personal communication, part of the Internet of Things (IoT).",en
1401,497,"Surface-Based Radar",en
1402,498,"Special Committee on regulatory/procedural matters",en
1403,499,"Satellite Digital Audio Broadcasting",en
1404,500,"1) Satellite Digital Radio
2) Software Defined Radio",en
1405,501,"Space-to-Earth direction",en
1406,503,"Single European Sky",en
1407,502,"Séquentiel Couleur á Mémoire",en
1408,504,"Single European Sky ATM Research Programme",en
1409,505,"Space Frequency Coordination Group",en
1410,506,"Single Frequency Network",en
1411,507,"Study Group",en
1412,508," Steering Group on Radio Frequency Coordination",en
1413,509,"Signal to Interference and Noise Ratio",en
1414,510,"Satellite Interactive Terminal",en
1415,511,"Super High Frequency",en
1416,514,"Soil Moisture and Ocean Salinity",en
1417,516,"Signal-to-Noise ratio",en
1418,517,"Satellite News Gathering",en
1419,519,"International Convention for the Safety of Life at Sea",en
1420,518,"Signal to Noise Ratio",en
1421,520,"Space Operation Service",en
1422,521,"Self-Organized Time Division Multiple Access",en
1423,522," Satellite Personal Communication System",en
1424,523,"Short Range Device",en
1425,448," Regional And Domestic Air Route Area",en
1426,449,"1) Radiodetermination Service
2) Radio Data Service nebo Radio Data System",en
1427,450,"Radiodetermination-Satellite Service",en
1428,451,Recommendation,en
1429,453,Resolution,en
1430,454,"Radio Frequency",en
1431,452,report,en
1432,458,"Radio Local Area Network",en
1433,457,"Railway Interoperability and Safety Committee",en
1434,480,"Received Signal Strength Indication",en
1435,455,"Radio Frequency Identification Device",en
1436,456,"River Information System",en
1437,460,"Radiolocation-Satellite Service",en
1438,462,"Radionavigation land station",en
1439,446,"Radio Astronomy Service. See also CRAF.",en
1440,1,,en
1441,542,"TETRA Enhanced Data Services",en
1442,541,"Terrestrial Digital Multimedia Broadcasting",en
1443,540,"Time Division Multiple Access",en
1444,539,"Time Division Multiplexing",en
1445,538,"Time Division Duplex",en
1446,537,"Terrestrial-Digital Audio Broadcasting",en
1447,536,"Telemetry and Command",en
1448,461,"Maritime radionavigation mobile station",en
1449,463,"Area Navigation",en
1450,464,"RadioNavigation Service",en
1451,465," RadioNavigation Satellite Service",en
1452,466,"Restricted Operator's Certificate",en
1453,467,"Receive Only Earth Stations",en
1454,468,"Rules of Procedure",en
1455,469,"Remotely Piloted Aircraft",en
1456,470,"Remote Piloting Centre",en
1457,471,"RR = Radio Regulations",en
1458,472,"Radio Regulations Board",en
1459,473,"Radiolocation System for Short Range Navigation",en
1460,474,"Radio Spectrum Committee",en
1461,475,"Radio Speed Meter",en
1462,476,"Radar Sensing and Measurement System",en
1463,477,"Responder Beacon",en
1464,478,"Radio Spectrum Policy Group",en
1465,479,"en-Route Surveillance Radar",en
1466,481,"Road Side Unit",en
1467,482,"Radio Technical Commission for Aeronautics",en
1468,483,"Radio&Telecommunications Terminal Equipment",en
1469,484,"Road Transport and Traffic Telematics",en
1470,485,"Receiver [Rec. ITU-R M.1371-3]",en
1471,486,"Meteorological aids mobile station",en
1472,487,"Sense and Avoid",en
1473,488,"Service Ancillary for Broadcasting",en
1474,489,"Service Ancillary for Broadcasting/Service Ancillary for Program",en
1475,490,"Service Ancillary for Program",en
1476,491,"1) Search and Rescue
2) Synthetic Aperture Radar",en
1477,492,"Standards And Recommended Practices",en
1478,493,"Search and Rescue Satellite Aided Tracking (see COSPAS)",en
1479,494,"Search and Rescue Transponder",en
1480,495,"Satellite Communications",en
1481,496,"Satellite Based Augmentation System",en
1482,512,,en
1483,513,"Meteorological aids land station",en
1484,515,"Surface Movement Radar",en
1485,524,"Automotive Short Range Radar",en
1486,525,"Space Research Service",en
1487,526,"Standard frequency and time signal station",en
1488,527,"Ship Security and Alerting Systems",en
1489,528,"Single Side Band",en
1490,529,"Secondary Surveillance Radar",en
1491,530,"Satellite User Terminal",en
1492,531,,en
1493,532,"Tactical Aeronautical Navigation",en
1494,533,"Total Access Communication System",en
1495,534,"TETRA Advanced Packed Data Service",en
1496,535,"Telecommunication Conformity Assesment and Market Surveillance Committee",en
1497,545,,en
1498,570,,en
1499,305,,en
1500,397,"Nomadic Wireless Access",en
1501,398,"Numerical Weather Prediction",en
1502,399,"Outside Broadcasting",en
1503,400,"On-Board Unit",en
1504,401,"Oceanographic Data Station",en
1505,402,"Object Discrimination and Characterization",en
1506,403,"Oceanographic data interrogation station",en
1507,404,"Orthogonal Frequency Division Multiplexing",en
1508,405,"Orthogonal Frequency Division Multiple Access",en
1509,406,"The International Radio and Television Organisation",en
1510,407,Out-of-Band,en
1511,409,"Operator Review Meetings",en
1512,410,"Optical Wireless ",en
1513,411,Point-to-Multipoint,en
1514,412,"1) Point-to-Point
2) Peak-to-Peak",en
1515,413,"Programme Associated Data",en
1516,414,"Phase Alternate Line (Colour TV standard)",en
1517,415,"Public Access Mobile Radio",en
1518,416,"Precision Approach Radar
",en
1519,417,"Pulse Code Modulation",en
1520,418,"Personal Communication Network",en
1521,419,"PreDetermined Arc",en
1522,420,,en
1523,421,"Power Flux Density",en
1524,422,,en
1525,423,"Personal Locator Beacon",en
1526,424,"Powerline Communications",en
1527,425,"Phase Modulation",en
1528,426,"Professional Mobile Radio/Private Mobile Radio",en
1529,427,"Programme Making and Special Events services",en
1530,428,"Plenipotentiary Conference",en
1531,429,"Public Protection and Disaster Relief",en
1532,430,,en
1533,431,"Precision Area Navigation",en
1534,432,"Phase Shift Keying",en
1535,433,"Primary Surveillance Radar",en
1536,434,"Project Team",en
1537,435,,en
1538,436,"Private Wide Area Paging ",en
1539,437,"Professional Wireless Microphone Systems",en
1540,438,"Quadrature Amplitude Modulation",en
1541,439,"Quality of Service",en
1542,440,"Quadrature Phase Shift Keying",en
1543,442,"(1) Radiocommunication Assembly
(2) Radio Astronomy
(3) Radar Altimeter",en
1544,443,,en
1545,444,"Radio Beacon",en
1546,445,"Radiocommunication Advisory Group",en
1547,447,"Rescue Coordination Center
Regional Commonwealth in the Field of Communications",en
1548,459,"Radiolocation Service",en
1549,579,,en
1550,584,,en
1551,587,,en
1552,590,,en
1553,602,,en
1554,346,"Multimedia Home Platform",en
1555,341,"Mobile Earth Station",en
1556,342,"Meteorological Aids Service",en
1557,347,"Maritime Identification Digits",en
1558,348,"Multifunctional Information Distribution System",en
1559,350,"Land mobile station
Mobile Link (Mobile station transmits)",en
1560,355,"Maritime Mobile Service Identity",en
1561,357,"Mobile station",en
1562,359,,en
1563,361,"Moving Pictures Experts Group",en
1564,362,"Multipurpose Radar",en
1565,340,"Medium Earth Orbit",en
1566,366,"Minimum Radar Vectoring Altitude",en
1567,367,"1) Mobile Service
2) Member States
3) Ship station",en
1568,368,"Minimum Sector Altitude",en
1569,369,"Maritime Safety Information",en
1570,370,"Minimum-shift keing",en
1571,363,"Radiolocation Mobile Station",en
1572,373," Multipoint Video Distribution Service",en
1573,371,"1) Mobile Satellite Service
2) Mobile Satellite Services ",en
1574,376,"Multimedia Wireless System",en
1576,378,"National Aeronautics and Space Administration",en
1577,379,"North Atlantic Treaty Organisation",en
1578,381,"Narrow Band Direct Printing",en
1579,374,"Mobile Wireless Access",en
1580,383,"Noise Figure",en
1581,384," Near Field Communication",en
1582,386,"NATO Joint Civil/Military Frequency Agreement",en
1583,387,,en
1584,388,"Maritime radionavigation land station",en
1585,389,"Non Line of Sight",en
1586,390,"Nordic Mobile Telephone",en
1587,391,"1) National Oceanic and Atmospheric Administration
2) Polar METSAT",en
1588,392,"Non Geostationary Orbit",en
1589,382,"Non-Directional Radio Beacon",en
1590,394,"National Television Systems Committee",en
1591,393," Radionavigation mobile station",en
1592,395,"National Table of Frequency Allocations",en
1593,396,"Near Vertical Incidence Skywave",en
1594,337,"Mobile Communication on board Aircraft",en
1595,336,"Megabytes per second",en
1596,335,"Megabits per second",en
1597,332,"Location Tracking Applications Type 2",en
1598,324,"Line of Sight",en
1599,323,"Land Mobile-Satellite Service",en
1600,320,"Light Detection and Ranging",en
1601,312,,en
1602,307,,en
1603,306,,en
1604,304,,en
1605,303,"International Telecommunication Union - Radiocommunication",en
1606,301,"International Telecommunication Satellite Organisation",en
1607,298,,en
1608,292,"International Organisation of Space Communication",en
1609,291,"International Telecommunication Satellite Organisation",en
1610,290,"International Maritime Satellite Organisation",en
1611,286,"International Mobile Satellite Organisation",en
1612,284,"Instrument Landing System – Glide Path",en
1613,283,"Instrument Landing System",en
1614,282,"International Hydrographic Organization",en
1615,280,"International Frequency List",en
1616,279,"Identification Friend or Foe",en
1617,277,"International Electrotechnical Commission",en
1618,273,"International Air Transport Association",en
1619,270,"Transmitter Height",en
1620,266,"Handportable Station",en
1621,265,"Trunk networks",en
1622,260,"High Frequency",en
1623,256,"High Density Fixed Satellite Service",en
1624,254,"HCM Agreement – Agreement between the Administrations of Austria, Belgium, the Czech Republic, Germany, France, Hungary, the Netherlands, Croatia, Italy, Liechtenstein, Lithuania, Luxembourg, Poland, Romania, the Slovak Republic, Slovenia and Switzerland on the co-ordination of frequencies between 29.7 MHz and 43,5 GHz for the fixed service and the land mobile service.",en
1625,253,"Hybrid Broadcast Broadband TV",en
1626,252,"High Altitude Platform Station",en
1627,251,,en
1628,246,"Global System for Mobile Communications",en
1629,229,,en
1630,226,"Fixed Wireless Access",en
1631,222,"Fixed Service",en
1632,220,"Port station",en
1633,218,"Land station",en
1634,213,,en
1635,207,"Coast station",en
1636,206,"Base station",en
1637,204,"Aeronautical station",en
1638,203,,en
1639,202,,en
1640,201,,en
1641,200,,en
1642,195,,en
1643,174,,en
1644,171,"Extra High Frequency",en
1645,151,,en
1646,137,,en
1647,109,,en
1648,108,,en
1649,79,,en
1650,46,,en
1651,4,,en
1652,3,,en
1653,2,,en
1654,626,,en
1655,631,,en
1656,633,,en
1657,639,"Základnová stanice, anglicky Base Transceiver Station, řídící vysílač a přijímač radiových signálů, obvykle v mobilních sítích.",cs
1658,639,"Base Transceiver Station ",en
1659,640,"Pozemské stanice na pohyblivých platformách. (ESOMP - Earth Stations On Mobile Platforms).",cs
1660,640,"The Earth Stations On Mobile Platforms.",en
1661,641,"Sítě Pozemní pohyblivé služby. Není to synonymum pro sítě PMR/PAMR.",cs
1662,641,,en
1663,642,"Committee on Radio Astronomy Frequencies, www.craf.eu. ",cs
1664,642,"Committee on Radio Astronomy Frequencies, www.craf.eu.",en
1665,643,"Systém 5. generace pohyblivých komunikací (5G), anglicky International Mobile Telecommunications-Advanced. IMT-2020 označuje pokročilejší systémy, než jsou IMT-2000 a IMT-Advanced (ITU Res. 56-2).",cs
1666,643,"5th generation of IMT. The term “IMT-2020” is applied to those systems, system components and related aspects that include new radio interface(s) which support the new capabilities of systems beyond IMT-2000 and IMT-Advanced (ITU Res. 56-2).",en
1667,644,"Africká telekomunikační unie",cs
1668,644,"African Telecommunicatios Union",en
1669,645,"Viz D-GPS",cs
1670,645,"See D-GPS",en
1671,646,"Sektor Mezinárodní telekomunikační unie pro rozvoj, anglicky International Telecommunication Union - Development",cs
1672,646,"International Telecommunication Union - Development",en
1673,647,"Telekomunikační sektor Mezinárodní telekomunikační unie, anglicky International Telecommunication Union - Telecommunication",cs
1674,647,"International Telecommunication Union - Telecommunication",en
1675,648,"Řídící jednotka sítě, anglicky Network Control Unit, např. na palubě letadla, která zamezuje použití kmitočtů pro přímé spojení terminálu uživatele se základnovou stanicí umístěnou na zemi.",cs
1676,648,"Network Control Unit",en
1677,649,"Bezpečnost životů, anglicky Safety of Life.",cs
1678,649,"Safety of Life",en
1679,650,"Set-top-box (název pochází z obvyklého umístění nahoře na televizi (TV setu)), zařízení převádějící přijatý signál na jiný, který televize umí zpracovat, např. signál digitální televize na analogový.",cs
1680,650,Set-top-box,en
1681,651,"Pracovní skupina CEPT pro spektrálnín inženýrství (anglicky Working Group Spectrum Engineering). Skupina vypracovávající technické návody pro využití kmitočtových pásem různými službami, kritéria sdílení při využívání stejného pásma nebo kritéria slučitelnosti při využívání sousedních pásem.",cs
1682,651,"Working Group Spectrum Engineering. EPT group developing technical guidelines for the use of the frequency spectrum by various radiocommunication services, sharing criteria for the use of the same band, compatibility criteria for the use of different bands.",en
1689,655,"Bod-více bodů, anglicky point-to-multipoint",cs
1690,655,Point-to-Multipoint,en
1691,656,"Integrated Rural Telephony – rádiové přístupové sítě pro připojení účastníků k veřejné telefonní síti.  ",cs
1692,656,"Integrated Rural Telephony",en
1693,657,"Aircraft Node B – rádiové rozhraní na palubě letadla",cs
1694,657,"Aircraft Node B - radio interface onboard",en
1695,658,"Přepravní a dopravní telematika, anglicky transport and traffic telematics",cs
1696,658,"Transport and traffic telematics",en
1697,659,"Rádiová síť v okolí těla pacienta sloužící ke shromažďování dat ze senzorů sledujících jeho životní funkce včetně transportu těchto dat k monitoringu/zpracování. anglicky Medical Body Area Network Systems
",cs
1698,659,"Medical Body Area Network Systems",en
1699,660,"Akustické orientační majáčky",cs
1700,660,"Acoustic beacons for orientation (Czech abbreviation)",en
1701,661,"Digitální hlasové majáčky",cs
1702,661,"Digital voice beacons (Czech abbreviation)",en
1703,662,"Hlasově aktivované vysílání, anglicky Voice Activation Exchange",cs
1704,662,"Voice Activation Exchange  ",en
1705,663,"Klíčovací poměr je podíl času, kdy zařízení aktivně vysílá, v rámci jakékoliv jedné hodiny, anglicky duty cycle.",cs
1706,663,"A duty cycle is the percentage of one period in which a signal or system is active.",en
1707,664,"Druh vysílání s dvěma postranními pásmy, anglicky Double Side Band",cs
1708,664,"Double Side Band",en
1709,665,"Český telekomunikační úřad",cs
1710,665,"Czech Telecommunication Office",en
1711,666,"Automatic Dependent Surveillance-Broadcast (ADS-B): Letadlové vysílače signálů vysílaných směrem k družicím signály, které obsahují mj. identifikaci letounu a detekci jeho pozice. (Pozn.: Rezoluce 425 (WRC-15)).",cs
1712,666,"Automatic Dependent Surveillance-Broadcast (ADS-B): Aircraft transmitters operating within aeronautical mobile-satellite (R) service. Transmission of aircraft identification and position. (Note: Resolution 425 (WRC-15)).",en
1713,667,"Zjištování volnosti kanálu, anglicky Clear Channel Assessment. CCA je technika pro koexistenci více technologií v pásmech využívaných na základě všeobecného oprávnění. Zahrnuje detekci nosné a detekci energie obecně. Nosná je detekováná na základě síly signálu platného symbolu podle normy 802.11. Limitní hodnoty pro detekci jsou stanoveny v normě a pro nosnou je podle 802.11a 82 dBm a pro energie obecně 62 dBm. Pokud není žádný signál detekován, započne vysílání.",cs
1714,667,"Clear channel assessment. CCA is a mechanism in which multiple technologies using unlicensed spectrum can coexist. It includes Carrier sensing and energy detection. In Carrier sensing, you measure received signal strength of valid 802.11 symbol. The thresholds for both carrier sense and energy detection are predefined in the standard. For 802.11a the carrier sensitivity is ­82 dBm and the energy detection threshold is ­62 dBm. If no signal is sensed based on ED threshold, then go ahead with a transmission right away. ",en
1715,668,"Rozšířená detekce volného kanálu, anglicky extended Clear Channel Assessment. Pokud je na základě detekce volného kanálu (viz CCA) zjištěno obsazení kanálu, čeká se na uvolnění. Jakmile je volný, čeká se náhodný počet detekcí volného kanálu před tím, než se zahájí vysílání.",cs
1716,668,"extended Clear Channel Assessment. If a channel is busy (see CCA), then wait for it to become clear. Once it is clear, wait for a random number of additional CCAs indicating that the channel has remained clear before starting transmission. ",en
1717,669,"Internet věcí, anglicky Internet of Things. Distribuce informací a signálů generovaných stroji na základě čidel, např. komunikace mezi stroji M2M.",cs
1718,669,"Internet of Things.",en
1719,670,"Společné využívání spektra, anglicky Collective Use of Spectrum. Využití rádiového spektra za použití standardizovaných technických řešení pro sdílení spektra v použitých rádiových zařízeních. Příkladem je využívání pásem na základě všeobecného oprávnění.",cs
1720,670,"Collective Use of Spectrum",en
1721,671,"Bílá místa v televizním pásmu, anglicky TV White Spaces. Jako bílé místo se označuje úsek, který je možno využít v konkrétním čase a na konkrétním geografickém území v neinterferenčním a nechráněném režimu ve vztahu k službám s vyšší prioritou. Příkladem je využití úseku v televizním kanále, který není na dané místě v danou dobu využíván pro vysílání TV.",cs
1722,671,"TV White Spaces",en
1723,672,"Vysílání řízené signálem nosné vlny, anglicky Carrier Sensing Adaptive Transmission",cs
1724,672,"Carrier Sensing Adaptive Transmission",en
1725,673,"Úsek rádiového spektra vymezený dolním a horním kmitočtem, alternativně jiným jednoznačným způsobem, např. středním kmitočtem a kanálovou roztečí.",cs
1726,673,"The range of radio spectrum defined by lower and upper frequencies, or alternatively by another unambiguous way, e.g. centre frequency and channel raster.",en
1727,674,"Ucelený rozsah kmitočtů vymezený dolním a horním kmitočtem, pro účely postupu při omezení počtu práv k využívání rádiových kmitočtů podle § 20 zákona o elektronických komunikacích, jehož velikost je obvykle určena technologicky nebo v souladu s mezinárodními smlouvami, dohodami a mezinárodní harmonizací.",cs
1728,674,"Continuous range of frequencies defined by lower and upper frequencies, for the procedure of limiting the number of rights to use radio spectrum, based on technology requirements and/or in accordance with the international agreements and harmonisation.",en
